"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Lateral Raise (Dumbbell)";"3";"9.071847400000001";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Lateral Raise (Dumbbell)";"4";"9.071847400000001";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Bicep Curl (Dumbbell)";"1";"9.071847400000001";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Bicep Curl (Dumbbell)";"2";"10.205828325";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Bicep Curl (Dumbbell)";"3";"10.205828325";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Bicep Curl (Dumbbell)";"4";"9.071847400000001";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Tricep Curl ";"1";"70.17073963899999";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Tricep Curl ";"2";"70.17073963899999";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Tricep Curl ";"3";"70.17073963899999";"5";"";"";"";"";""
"10";"2020-06-19 08:32:12";"Hypertrophy 1: 3-5";"3841";"Tricep Curl ";"4";"70.17073963899999";"3";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Push Up";"1";"70.669691246";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Push Up";"2";"70.669691246";"5";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Push Up";"3";"70.669691246";"7";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Push Up";"4";"70.669691246";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Inverted Row (Bodyweight)";"1";"";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Inverted Row (Bodyweight)";"2";"";"7";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Inverted Row (Bodyweight)";"3";"";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Inverted Row (Bodyweight)";"4";"";"8";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Lateral Raise (Dumbbell)";"1";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Lateral Raise (Dumbbell)";"2";"6.80388555";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Lateral Raise (Dumbbell)";"3";"6.80388555";"11";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Lateral Raise (Dumbbell)";"4";"6.80388555";"9";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Bicep Curl (Dumbbell)";"1";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Bicep Curl (Dumbbell)";"2";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Bicep Curl (Dumbbell)";"3";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Bicep Curl (Dumbbell)";"4";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Tricep Curl ";"1";"70.669691246";"0";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Tricep Curl ";"2";"70.669691246";"8";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Tricep Curl ";"3";"70.669691246";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Tricep Curl ";"4";"70.669691246";"10";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Crush Curl";"1";"6.80388555";"12";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Crush Curl";"2";"6.80388555";"15";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Crush Curl";"3";"6.80388555";"18";"";"";"";"";""
"11";"2020-06-22 13:25:43";"Hypertrophy 1: 10-12";"4951";"Crush Curl";"4";"6.80388555";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Triceps Dip";"1";"69.581069558";"4";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Triceps Dip";"2";"69.581069558";"3";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Triceps Dip";"3";"69.581069558";"3";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Triceps Dip";"4";"69.581069558";"2";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Pull Up";"1";"69.581069558";"4";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Pull Up";"2";"69.581069558";"7";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Pull Up";"3";"69.581069558";"4";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Pull Up";"4";"69.581069558";"4";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Front Raise (Dumbbell)";"1";"4.535923700000001";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Front Raise (Dumbbell)";"2";"4.535923700000001";"23";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Front Raise (Dumbbell)";"3";"4.535923700000001";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Front Raise (Dumbbell)";"4";"4.535923700000001";"23";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Bicep Curl (Dumbbell)";"1";"4.535923700000001";"19";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Bicep Curl (Dumbbell)";"2";"4.535923700000001";"25";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Bicep Curl (Dumbbell)";"3";"4.535923700000001";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Bicep Curl (Dumbbell)";"4";"4.535923700000001";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Tricep Curl ";"1";"69.581069558";"9";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Tricep Curl ";"2";"69.581069558";"10";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Tricep Curl ";"3";"69.581069558";"9";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Tricep Curl ";"4";"69.581069558";"10";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Crush Curl";"1";"6.80388555";"20";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Crush Curl";"2";"6.80388555";"23";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Crush Curl";"3";"6.80388555";"18";"";"";"";"";""
"12";"2020-06-24 09:36:49";"Hypertrophy 2: 20-25";"4480";"Crush Curl";"4";"6.80388555";"18";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"1";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"2";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"3";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"4";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Pull Up";"1";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Pull Up";"2";"70.080021165";"3";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Pull Up";"3";"70.080021165";"3";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Pull Up";"4";"70.080021165";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Front Raise (Dumbbell)";"1";"9.071847400000001";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Front Raise (Dumbbell)";"2";"9.071847400000001";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Front Raise (Dumbbell)";"3";"9.071847400000001";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Front Raise (Dumbbell)";"4";"9.071847400000001";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Bicep Curl (Dumbbell)";"1";"11.33980925";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Bicep Curl (Dumbbell)";"2";"11.33980925";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Bicep Curl (Dumbbell)";"3";"11.33980925";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Bicep Curl (Dumbbell)";"4";"11.33980925";"5";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"1";"70.080021165";"3";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"2";"70.080021165";"1";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Triceps Dip";"3";"70.080021165";"3";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Crush Curl";"1";"6.80388555";"17";"";"";"";"";""
"13";"2020-06-26 10:00:21";"Hypertrophy 2: 3-5";"4978";"Crush Curl";"2";"6.80388555";"18";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Push Up";"1";"71.66759446";"6";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Push Up";"2";"71.66759446";"9";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Push Up";"3";"71.66759446";"10";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Push Up";"4";"71.66759446";"7";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Inverted Row (Bodyweight)";"1";"";"9";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Inverted Row (Bodyweight)";"2";"";"12";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Inverted Row (Bodyweight)";"3";"";"6";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Inverted Row (Bodyweight)";"4";"";"10";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Lateral Raise (Dumbbell)";"1";"7.937866475000001";"11";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Lateral Raise (Dumbbell)";"2";"7.937866475000001";"11";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Lateral Raise (Dumbbell)";"3";"7.937866475000001";"8";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Lateral Raise (Dumbbell)";"4";"7.937866475000001";"7";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Bicep Curl (Dumbbell)";"1";"7.937866475000001";"12";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Bicep Curl (Dumbbell)";"2";"7.937866475000001";"12";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Bicep Curl (Dumbbell)";"3";"6.577089365";"10";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Bicep Curl (Dumbbell)";"4";"7.937866475000001";"11";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Tricep Curl ";"1";"71.66759446";"11";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Tricep Curl ";"2";"71.66759446";"10";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Tricep Curl ";"3";"71.66759446";"12";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Tricep Curl ";"4";"71.66759446";"11";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Crush Curl";"1";"6.80388555";"12";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Crush Curl";"2";"6.80388555";"17";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Crush Curl";"3";"6.80388555";"20";"";"";"";"";""
"14";"2020-06-29 08:50:53";"Hypertrophy 1: 10-12";"4939";"Crush Curl";"4";"6.80388555";"22";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Push Up";"1";"69.263554899";"20";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Push Up";"2";"69.263554899";"20";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Push Up";"3";"69.263554899";"20";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Push Up";"4";"69.263554899";"15";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Inverted Row (Bodyweight)";"1";"";"20";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Inverted Row (Bodyweight)";"2";"";"18";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Inverted Row (Bodyweight)";"3";"";"18";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Inverted Row (Bodyweight)";"4";"";"18";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Lateral Raise (Dumbbell)";"1";"4.535923700000001";"10";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Lateral Raise (Dumbbell)";"2";"4.535923700000001";"10";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Lateral Raise (Dumbbell)";"3";"4.535923700000001";"15";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Lateral Raise (Dumbbell)";"4";"4.535923700000001";"15";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Bicep Curl (Dumbbell)";"1";"6.80388555";"12";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Bicep Curl (Dumbbell)";"2";"4.535923700000001";"18";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Bicep Curl (Dumbbell)";"3";"4.535923700000001";"15";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Bicep Curl (Dumbbell)";"4";"6.80388555";"12";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Tricep Curl ";"1";"69.263554899";"10";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Tricep Curl ";"2";"69.263554899";"9";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Tricep Curl ";"3";"69.263554899";"12";"";"";"";"";""
"15";"2020-07-01 15:45:53";"Hypertrophy 1: 20-25";"3531";"Tricep Curl ";"4";"69.263554899";"11";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"1";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"2";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"3";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"4";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Pull Up";"1";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Pull Up";"2";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Pull Up";"3";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Pull Up";"4";"70.261458113";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Front Raise (Dumbbell)";"1";"9.071847400000001";"6";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Front Raise (Dumbbell)";"2";"9.071847400000001";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Front Raise (Dumbbell)";"3";"11.33980925";"4";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Front Raise (Dumbbell)";"4";"9.071847400000001";"6";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Bicep Curl (Dumbbell)";"1";"12.473790175000001";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Bicep Curl (Dumbbell)";"2";"12.473790175000001";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Bicep Curl (Dumbbell)";"3";"12.473790175000001";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Bicep Curl (Dumbbell)";"4";"12.473790175000001";"5";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"1";"70.261458113";"3";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"2";"70.261458113";"1";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"3";"70.261458113";"4";"";"";"";"";""
"16";"2020-07-03 12:57:36";"Hypertrophy 2: 3-5";"3520";"Triceps Dip";"4";"70.261458113";"2";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Triceps Dip";"1";"68.356370159";"4";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Triceps Dip";"2";"68.356370159";"4";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Triceps Dip";"3";"68.356370159";"3";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Triceps Dip";"4";"68.356370159";"5";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Pull Up";"1";"68.356370159";"8";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Pull Up";"2";"68.356370159";"6";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Pull Up";"3";"68.356370159";"5";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Pull Up";"4";"68.356370159";"5";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Front Raise (Dumbbell)";"1";"7.937866475000001";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Front Raise (Dumbbell)";"2";"7.937866475000001";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Front Raise (Dumbbell)";"3";"7.937866475000001";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Front Raise (Dumbbell)";"4";"7.937866475000001";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Bicep Curl (Dumbbell)";"1";"9.071847400000001";"7";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Bicep Curl (Dumbbell)";"2";"9.071847400000001";"10";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Bicep Curl (Dumbbell)";"3";"7.937866475000001";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Bicep Curl (Dumbbell)";"4";"9.071847400000001";"11";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Tricep Curl ";"1";"68.356370159";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Tricep Curl ";"2";"68.356370159";"7";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Tricep Curl ";"3";"68.356370159";"12";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Tricep Curl ";"4";"68.356370159";"10";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Crush Curl";"1";"6.80388555";"22";"";"";"";"";""
"17";"2020-07-06 13:44:39";"Hypertrophy 2: 10-12";"4160";"Bulgarian Pushup";"1";"68.356370159";"3";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Push Up";"1";"66.99559304900001";"12";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Push Up";"2";"66.99559304900001";"18";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Push Up";"3";"66.99559304900001";"20";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Push Up";"4";"66.99559304900001";"17";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Inverted Row (Bodyweight)";"1";"";"20";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Inverted Row (Bodyweight)";"2";"";"16";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Inverted Row (Bodyweight)";"3";"";"15";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Inverted Row (Bodyweight)";"4";"";"14";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Lateral Raise (Dumbbell)";"1";"4.535923700000001";"12";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Lateral Raise (Dumbbell)";"2";"4.535923700000001";"19";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Lateral Raise (Dumbbell)";"3";"4.535923700000001";"14";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Lateral Raise (Dumbbell)";"4";"4.535923700000001";"16";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Bicep Curl (Dumbbell)";"1";"4.535923700000001";"21";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Bicep Curl (Dumbbell)";"2";"4.535923700000001";"25";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Bicep Curl (Dumbbell)";"3";"4.535923700000001";"20";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Bicep Curl (Dumbbell)";"4";"4.535923700000001";"16";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Tricep Curl ";"1";"66.99559304900001";"17";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Tricep Curl ";"2";"66.99559304900001";"13";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Tricep Curl ";"3";"66.99559304900001";"10";"";"";"";"";""
"18";"2020-07-08 11:53:54";"Hypertrophy 1: 20-25";"3865";"Tricep Curl ";"4";"66.99559304900001";"15";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Push Up";"1";"68.17493321100001";"4";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Push Up";"2";"68.17493321100001";"4";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Push Up";"3";"68.17493321100001";"5";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Push Up";"4";"68.17493321100001";"5";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Inverted Row (Bodyweight)";"1";"";"5";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Inverted Row (Bodyweight)";"2";"";"5";"";"";"";"";""
"19";"2020-07-10 10:39:48";"Hypertrophy 1: 3-5";"3920";"Inverted Row (Bodyweight)";"3";"";"5";"";"";"";"";""
